date,demand
4/27/2018,679.85
4/27/2018,698.21
4/27/2018,714.18
4/27/2018,722.9
4/27/2018,745.23
4/27/2018,749.03
4/27/2018,756.77
4/27/2018,763.83
4/27/2018,771.68
4/27/2018,773.9
4/27/2018,781.61
4/27/2018,780.75
4/27/2018,771.32
4/27/2018,753.53
4/27/2018,747.91
4/27/2018,733.66
4/27/2018,691.12
4/27/2018,643.81
4/28/2018,601.71
4/28/2018,581.62
4/28/2018,572.64
4/28/2018,573.96
4/28/2018,580
4/28/2018,596.69
4/28/2018,613.06
4/28/2018,636.38
4/28/2018,660.64
4/28/2018,677.28
4/28/2018,684.31
4/28/2018,692.59
4/28/2018,702.86
4/28/2018,718.39
4/28/2018,736.9
4/28/2018,759.22
4/28/2018,777.99
4/28/2018,789.93
4/28/2018,790.19
4/28/2018,765.15
4/28/2018,755.74
4/28/2018,744.2
4/28/2018,702.25
4/28/2018,654.66
4/29/2018,616.94
4/29/2018,592.14
4/29/2018,576.62
4/29/2018,569.98
4/29/2018,568.57
4/29/2018,573.56
4/29/2018,583.52
4/29/2018,598.52
4/29/2018,636.85
4/29/2018,668.83
4/29/2018,693.57
4/29/2018,713.96
4/29/2018,736.29
4/29/2018,756.4
4/29/2018,772.92
4/29/2018,797.86
4/29/2018,818.07
4/29/2018,838.32
4/29/2018,834.15
4/29/2018,817.98
4/29/2018,816.11
4/29/2018,793.62
4/29/2018,733.85
4/29/2018,674.19
4/30/2018,635.06
4/30/2018,610.92
4/30/2018,595.71
4/30/2018,588.6
4/30/2018,594.13
4/30/2018,623.56
4/30/2018,676.51
4/30/2018,699.83
4/30/2018,720.28
4/30/2018,744.8
4/30/2018,769.79
4/30/2018,783.87
4/30/2018,802.88
4/30/2018,828.04
4/30/2018,841.64
4/30/2018,853.21
4/30/2018,866.17
4/30/2018,864.05
4/30/2018,854.42
4/30/2018,839.14
4/30/2018,844.71
4/30/2018,823.09
4/30/2018,769.02
4/30/2018,712.28
5/1/2018,675.28
5/1/2018,650.24
5/1/2018,638.18
5/1/2018,632.4
5/1/2018,634.74
5/1/2018,657.99
5/1/2018,708.94
5/1/2018,731.35
5/1/2018,743.91
5/1/2018,759.16
5/1/2018,781.3
5/1/2018,802.75
5/1/2018,815.89
5/1/2018,829.39
5/1/2018,847.67
5/1/2018,852.2
5/1/2018,866.34
5/1/2018,861.13
5/1/2018,850.55
5/1/2018,843.19
5/1/2018,859.25
5/1/2018,843.76
5/1/2018,801.04
5/1/2018,747.21
5/2/2018,710.54
5/2/2018,685.97
5/2/2018,663.23
5/2/2018,653.61
5/2/2018,658.66
5/2/2018,683.75
5/2/2018,739.65
5/2/2018,761.3
5/2/2018,781.72
5/2/2018,799.99
5/2/2018,830.13
5/2/2018,848.99
5/2/2018,865.32
5/2/2018,889.1
5/2/2018,913.2
5/2/2018,933.89
5/2/2018,953.29
5/2/2018,952.05
5/2/2018,942.31
5/2/2018,903.9
5/2/2018,893.55
5/2/2018,862.27
5/2/2018,799.79
5/2/2018,740.91
5/3/2018,701.25
5/3/2018,669.13
5/3/2018,653.51
5/3/2018,630.28
5/3/2018,620.82
5/3/2018,645.01
5/3/2018,707.38
5/3/2018,728.29
5/3/2018,748.39
5/3/2018,760.7
5/3/2018,780.64
5/3/2018,788.95
5/3/2018,795.18
5/3/2018,820.12
5/3/2018,836.65
5/3/2018,854.94
5/3/2018,871.18
5/3/2018,882.16
5/3/2018,873.38
5/3/2018,851.39
5/3/2018,852.99
5/3/2018,830.01
5/3/2018,776.59
5/3/2018,720.22
5/4/2018,672.94
5/4/2018,645.64
5/4/2018,631.63
5/4/2018,623.28
5/4/2018,625
5/4/2018,650.48
5/4/2018,705.18
5/4/2018,725.7
5/4/2018,736.62
5/4/2018,739.51
5/4/2018,750.92
5/4/2018,754.66
5/4/2018,748.59
5/4/2018,749.33
5/4/2018,753.83
5/4/2018,755.69
5/4/2018,765.95
5/4/2018,777.09
5/4/2018,771.3
5/4/2018,755.56
5/4/2018,754.5
5/4/2018,752.82
5/4/2018,729.02
5/4/2018,684.64
5/5/2018,642.89
5/5/2018,608.78
5/5/2018,590.97
5/5/2018,579.98
5/5/2018,577.42
5/5/2018,590.42
5/5/2018,604.29
5/5/2018,621.94
5/5/2018,648.13
5/5/2018,679.36
5/5/2018,702.32
5/5/2018,722.81
5/5/2018,740.23
5/5/2018,763.28
5/5/2018,787.31
5/5/2018,807.59
5/5/2018,828.27
5/5/2018,841.22
5/5/2018,843.39
5/5/2018,816.82
5/5/2018,791.44
5/5/2018,757.76
5/5/2018,709
5/5/2018,658.34
5/6/2018,618.55
5/6/2018,597.65
5/6/2018,579.47
5/6/2018,571.11
5/6/2018,567.56
5/6/2018,572.09
5/6/2018,579.98
5/6/2018,587.77
5/6/2018,626.96
5/6/2018,660.43
5/6/2018,690
5/6/2018,722.33
5/6/2018,758.88
5/6/2018,799.63
5/6/2018,839.67
5/6/2018,876.23
5/6/2018,911.03
5/6/2018,937.49
5/6/2018,928.71
5/6/2018,902.12
5/6/2018,881.02
5/6/2018,847.81
5/6/2018,782.44
5/6/2018,713.8
5/7/2018,666.2
5/7/2018,632.47
5/7/2018,613.79
5/7/2018,607.13
5/7/2018,610.67
5/7/2018,626.91
5/7/2018,674.23
5/7/2018,700.98
5/7/2018,727.37
5/7/2018,763.41
5/7/2018,810.79
5/7/2018,852.01
5/7/2018,904.47
5/7/2018,961.77
5/7/2018,"1,005.52"
5/7/2018,"1,040.80"
5/7/2018,"1,066.43"
5/7/2018,"1,065.75"
5/7/2018,"1,042.27"
5/7/2018,993.55
5/7/2018,962.15
5/7/2018,922.03
5/7/2018,846.92
5/7/2018,769.8
5/8/2018,731.56
5/8/2018,698.52
5/8/2018,674.29
5/8/2018,659.65
5/8/2018,659.36
5/8/2018,669.86
5/8/2018,714.36
5/8/2018,736.68
5/8/2018,766.93
5/8/2018,802.16
5/8/2018,847.7
5/8/2018,893.03
5/8/2018,933.37
5/8/2018,978.5
5/8/2018,"1,011.30"
5/8/2018,"1,035.32"
5/8/2018,"1,051.60"
5/8/2018,"1,041.60"
5/8/2018,"1,015.26"
5/8/2018,974.81
5/8/2018,954.83
5/8/2018,920.08
5/8/2018,854.14
5/8/2018,781.99
5/9/2018,721.65
5/9/2018,690.33
5/9/2018,663.78
5/9/2018,646.03
5/9/2018,643.38
5/9/2018,660.59
5/9/2018,709.03
5/9/2018,726.9
5/9/2018,753.2
5/9/2018,781.86
5/9/2018,827.48
5/9/2018,870.93
5/9/2018,913.44
5/9/2018,956.37
5/9/2018,991.62
5/9/2018,"1,022.14"
5/9/2018,"1,051.52"
5/9/2018,"1,047.78"
5/9/2018,"1,029.87"
5/9/2018,986.51
5/9/2018,950.59
5/9/2018,914
5/9/2018,837.5
5/9/2018,762.39
5/10/2018,707.85
5/10/2018,668.85
5/10/2018,644.57
5/10/2018,627.65
5/10/2018,625.45
5/10/2018,643.48
5/10/2018,688.44
5/10/2018,708.44
5/10/2018,736.89
5/10/2018,765.75
5/10/2018,806.76
5/10/2018,846.32
5/10/2018,883.22
5/10/2018,930.96
5/10/2018,969.21
5/10/2018,996.5
5/10/2018,"1,012.29"
5/10/2018,"1,014.04"
5/10/2018,985.07
5/10/2018,948.44
5/10/2018,928.05
5/10/2018,902.21
5/10/2018,837.43
5/10/2018,766.47
5/11/2018,727.18
5/11/2018,695.14
5/11/2018,673.46
5/11/2018,659.69
5/11/2018,657.14
5/11/2018,680.5
5/11/2018,726.23
5/11/2018,745.13
5/11/2018,779.6
5/11/2018,808.75
5/11/2018,849.55
5/11/2018,882.99
5/11/2018,912.9
5/11/2018,949.78
5/11/2018,984.11
5/11/2018,"1,007.90"
5/11/2018,"1,028.31"
5/11/2018,"1,029.59"
5/11/2018,"1,005.19"
5/11/2018,964.1
5/11/2018,935.73
5/11/2018,908.48
5/11/2018,858.89
5/11/2018,798.9
5/12/2018,751.8
5/12/2018,717.17
5/12/2018,692.04
5/12/2018,675.05
5/12/2018,667.77
5/12/2018,675.34
5/12/2018,683.04
5/12/2018,701.18
5/12/2018,743.18
5/12/2018,791.98
5/12/2018,831.07
5/12/2018,871.65
5/12/2018,911.21
5/12/2018,948.57
5/12/2018,984.77
5/12/2018,"1,012.48"
5/12/2018,"1,031.90"
5/12/2018,"1,032.44"
5/12/2018,"1,012.23"
5/12/2018,968.86
5/12/2018,936.1
5/12/2018,907.59
5/12/2018,853.95
5/12/2018,793.62
5/13/2018,755.95
5/13/2018,719.84
5/13/2018,698.35
5/13/2018,685.87
5/13/2018,677.6
5/13/2018,675.5
5/13/2018,676.09
5/13/2018,697.25
5/13/2018,751.29
5/13/2018,801.3
5/13/2018,846.83
5/13/2018,879.69
5/13/2018,912.59
5/13/2018,951.31
5/13/2018,988.71
5/13/2018,"1,019.81"
5/13/2018,"1,042.50"
5/13/2018,"1,051.61"
5/13/2018,"1,037.48"
5/13/2018,"1,006.91"
5/13/2018,984.55
5/13/2018,955.46
5/13/2018,889.36
5/13/2018,817.76
5/14/2018,759.29
5/14/2018,726.94
5/14/2018,709.38
5/14/2018,699.16
5/14/2018,702.33
5/14/2018,727.74
5/14/2018,778.17
5/14/2018,809.47
5/14/2018,848.1
5/14/2018,893
5/14/2018,942.6
5/14/2018,984.58
5/14/2018,"1,033.66"
5/14/2018,"1,087.51"
5/14/2018,"1,125.47"
5/14/2018,"1,147.37"
5/14/2018,"1,150.63"
5/14/2018,"1,126.75"
5/14/2018,"1,101.32"
5/14/2018,"1,056.70"
5/14/2018,"1,030.11"
5/14/2018,985.35
5/14/2018,904.46
5/14/2018,821.91
5/15/2018,760.32
5/15/2018,728.89
5/15/2018,706.27
5/15/2018,689.1
5/15/2018,687.78
5/15/2018,704.5
5/15/2018,745.06
5/15/2018,768.35
5/15/2018,787.22
5/15/2018,810.48
5/15/2018,849.41
5/15/2018,896.67
5/15/2018,820.22
5/15/2018,983.53
5/15/2018,"1,021.46"
5/15/2018,"1,055.59"
5/15/2018,"1,020.41"
5/15/2018,987.05
5/15/2018,957.45
5/15/2018,921.88
5/15/2018,899.84
5/15/2018,869.44
5/15/2018,811.84
5/15/2018,743.37
5/16/2018,704.76
5/16/2018,673.89
5/16/2018,645.3
5/16/2018,637.31
5/16/2018,642.57
5/16/2018,664.3
5/16/2018,710.67
5/16/2018,738.11
5/16/2018,772.15
5/16/2018,812.21
5/16/2018,846.05
5/16/2018,882.32
5/16/2018,920.23
5/16/2018,947.29
5/16/2018,981.66
5/16/2018,"1,014.18"
5/16/2018,"1,044.23"
5/16/2018,"1,054.80"
5/16/2018,"1,048.62"
5/16/2018,"1,006.35"
5/16/2018,968.91
5/16/2018,931.19
5/16/2018,851.32
5/16/2018,773.12
5/17/2018,722.57
5/17/2018,682.4
5/17/2018,655.81
5/17/2018,642.08
5/17/2018,641.94
5/17/2018,658.07
5/17/2018,698.52
5/17/2018,726.11
5/17/2018,764.27
5/17/2018,809.34
5/17/2018,863.97
5/17/2018,920.23
5/17/2018,971.01
5/17/2018,"1,030.60"
5/17/2018,"1,079.46"
5/17/2018,"1,115.33"
5/17/2018,"1,135.55"
5/17/2018,"1,131.51"
5/17/2018,"1,093.95"
5/17/2018,"1,035.89"
5/17/2018,999.26
5/17/2018,956.25
5/17/2018,873.5
5/17/2018,792.6
5/18/2018,738.52
5/18/2018,701.23
5/18/2018,680.6
5/18/2018,668.17
5/18/2018,669.19
5/18/2018,685.7
5/18/2018,729.27
5/18/2018,755.09
5/18/2018,796.3
5/18/2018,843.19
5/18/2018,907.15
5/18/2018,969.37
5/18/2018,"1,029.40"
5/18/2018,"1,092.41"
5/18/2018,"1,146.56"
5/18/2018,"1,179.97"
5/18/2018,"1,183.99"
5/18/2018,"1,155.56"
5/18/2018,"1,106.90"
5/18/2018,"1,046.91"
5/18/2018,"1,007.81"
5/18/2018,970.6
5/18/2018,911.28
5/18/2018,847.63
5/19/2018,791.25
5/19/2018,753.65
5/19/2018,726.07
5/19/2018,709.31
5/19/2018,698.73
5/19/2018,704.51
5/19/2018,702.45
5/19/2018,722.67
5/19/2018,767.36
5/19/2018,817.81
5/19/2018,866.57
5/19/2018,913.73
5/19/2018,957.6
5/19/2018,998.39
5/19/2018,"1,031.24"
5/19/2018,"1,058.20"
5/19/2018,"1,067.34"
5/19/2018,"1,054.45"
5/19/2018,"1,019.97"
5/19/2018,978.77
5/19/2018,952.16
5/19/2018,920.06
5/19/2018,852.28
5/19/2018,772.17
5/20/2018,713.04
5/20/2018,682.6
5/20/2018,658.84
5/20/2018,637.68
5/20/2018,632.35
5/20/2018,629.98
5/20/2018,627.95
5/20/2018,642.4
5/20/2018,689.35
5/20/2018,722.78
5/20/2018,740.77
5/20/2018,754.14
5/20/2018,773.29
5/20/2018,801.73
5/20/2018,823.61
5/20/2018,842.63
5/20/2018,863.43
5/20/2018,876.58
5/20/2018,866.47
5/20/2018,849.5
5/20/2018,837.34
5/20/2018,821.7
5/20/2018,767
5/20/2018,703.98
5/21/2018,664.2
5/21/2018,636.43
5/21/2018,626.99
5/21/2018,626.2
5/21/2018,636.86
5/21/2018,652.8
5/21/2018,686.06
5/21/2018,715.05
5/21/2018,750.66
5/21/2018,791.68
5/21/2018,836.61
5/21/2018,876.28
5/21/2018,916.45
5/21/2018,959.46
5/21/2018,991.55
5/21/2018,"1,023.71"
5/21/2018,"1,052.31"
5/21/2018,"1,054.26"
5/21/2018,"1,041.89"
5/21/2018,"1,006.14"
5/21/2018,966.78
5/21/2018,928.67
5/21/2018,858
5/21/2018,782.05
5/22/2018,732.46
5/22/2018,696.68
5/22/2018,675.83
5/22/2018,662.57
5/22/2018,661.8
5/22/2018,681.74
5/22/2018,722.71
5/22/2018,753.08
5/22/2018,801.29
5/22/2018,843.08
5/22/2018,896.83
5/22/2018,952.03
5/22/2018,"1,000.51"
5/22/2018,"1,046.61"
5/22/2018,"1,081.78"
5/22/2018,"1,104.12"
5/22/2018,"1,117.00"
5/22/2018,"1,107.64"
5/22/2018,"1,080.69"
5/22/2018,"1,044.96"
5/22/2018,"1,009.47"
5/22/2018,973.59
5/22/2018,901.25
5/22/2018,824.74
5/23/2018,767.47
5/23/2018,730.68
5/23/2018,701.96
5/23/2018,683.46
5/23/2018,685.11
5/23/2018,706.05
5/23/2018,747.22
5/23/2018,776.7
5/23/2018,823.24
5/23/2018,869.77
5/23/2018,924.43
5/23/2018,979.17
5/23/2018,"1,030.12"
5/23/2018,"1,079.88"
5/23/2018,"1,117.18"
5/23/2018,"1,144.03"
5/23/2018,"1,158.18"
5/23/2018,"1,151.13"
5/23/2018,"1,123.90"
5/23/2018,"1,075.30"
5/23/2018,"1,029.52"
5/23/2018,993.07
5/23/2018,914.23
5/23/2018,832.7
5/24/2018,778
5/24/2018,735.91
5/24/2018,710.43
5/24/2018,693.08
5/24/2018,685.07
5/24/2018,703.11
5/24/2018,743.28
5/24/2018,771.72
5/24/2018,812.03
5/24/2018,862.46
5/24/2018,918.26
5/24/2018,980.93
5/24/2018,"1,037.10"
5/24/2018,"1,098.28"
5/24/2018,"1,137.99"
5/24/2018,"1,170.18"
5/24/2018,"1,182.11"
5/24/2018,"1,176.36"
5/24/2018,"1,152.67"
5/24/2018,"1,112.18"
5/24/2018,"1,063.21"
5/24/2018,"1,025.49"
5/24/2018,950.08
5/24/2018,871.52
5/25/2018,815.14
5/25/2018,769.82
5/25/2018,742.78
5/25/2018,724.33
5/25/2018,720.21
5/25/2018,730.24
5/25/2018,761.67
5/25/2018,799.8
5/25/2018,862.2
5/25/2018,922.08
5/25/2018,987.75
5/25/2018,"1,032.41"
5/25/2018,"1,021.73"
5/25/2018,"1,024.17"
5/25/2018,"1,037.12"
5/25/2018,"1,053.18"
5/25/2018,"1,059.63"
5/25/2018,"1,057.28"
5/25/2018,"1,040.75"
5/25/2018,"1,001.64"
5/25/2018,962.01
5/25/2018,932.92
5/25/2018,885.33
5/25/2018,823.98
5/26/2018,763.03
5/26/2018,723.61
5/26/2018,694.17
5/26/2018,676.15
5/26/2018,670.44
5/26/2018,668.18
5/26/2018,665.21
5/26/2018,688
5/26/2018,744.15
5/26/2018,811.92
5/26/2018,879.35
5/26/2018,955.23
5/26/2018,"1,020.59"
5/26/2018,"1,075.43"
5/26/2018,"1,115.28"
5/26/2018,"1,151.83"
5/26/2018,"1,174.69"
5/26/2018,"1,184.39"
5/26/2018,"1,165.88"
5/26/2018,"1,117.73"
5/26/2018,"1,058.43"
5/26/2018,"1,016.36"
5/26/2018,955.03
5/26/2018,889.14
5/27/2018,799.81
5/27/2018,759.8
5/27/2018,726.56
5/27/2018,699.8
5/27/2018,689.14
5/27/2018,683.75
5/27/2018,670.36
5/27/2018,699.17
5/27/2018,772.85
5/27/2018,849.25
5/27/2018,922.01
5/27/2018,993.13
5/27/2018,"1,055.17"
5/27/2018,"1,105.26"
5/27/2018,"1,141.83"
5/27/2018,"1,164.66"
5/27/2018,"1,179.33"
5/27/2018,"1,183.51"
5/27/2018,"1,162.52"
5/27/2018,"1,125.60"
5/27/2018,"1,075.08"
5/27/2018,"1,040.70"
5/27/2018,978.49
5/27/2018,904.62
5/28/2018,794.77
5/28/2018,757.93
5/28/2018,725.67
5/28/2018,705.01
5/28/2018,696.17
5/28/2018,697.89
5/28/2018,698.11
5/28/2018,718.25
5/28/2018,782.3
5/28/2018,865.09
5/28/2018,945.22
5/28/2018,"1,017.77"
5/28/2018,"1,066.97"
5/28/2018,"1,105.36"
5/28/2018,"1,135.33"
5/28/2018,"1,155.86"
5/28/2018,"1,170.12"
5/28/2018,"1,172.62"
5/28/2018,"1,149.24"
5/28/2018,"1,114.56"
5/28/2018,"1,067.42"
5/28/2018,"1,027.70"
5/28/2018,951.56
5/28/2018,868.24
5/29/2018,814.76
5/29/2018,772.8
5/29/2018,745.96
5/29/2018,728.05
5/29/2018,724.43
5/29/2018,736.81
5/29/2018,765.94
5/29/2018,804.42
5/29/2018,869.43
5/29/2018,938.02
5/29/2018,"1,014.96"
5/29/2018,"1,083.25"
5/29/2018,"1,137.86"
5/29/2018,"1,195.64"
5/29/2018,"1,228.82"
5/29/2018,"1,253.91"
5/29/2018,"1,260.61"
5/29/2018,"1,252.67"
5/29/2018,"1,226.53"
5/29/2018,"1,188.27"
5/29/2018,"1,137.36"
5/29/2018,"1,094.06"
5/29/2018,"1,018.10"
5/29/2018,940.49
5/30/2018,879.74
5/30/2018,837.4
5/30/2018,803.45
5/30/2018,786.22
5/30/2018,783.62
5/30/2018,789.76
5/30/2018,815.81
5/30/2018,847.63
5/30/2018,904.15
5/30/2018,974.7
5/30/2018,"1,041.41"
5/30/2018,"1,099.26"
5/30/2018,"1,163.91"
5/30/2018,"1,220.16"
5/30/2018,"1,265.48"
5/30/2018,"1,301.18"
5/30/2018,"1,321.19"
5/30/2018,"1,315.56"
5/30/2018,"1,291.82"
5/30/2018,"1,241.27"
5/30/2018,"1,189.59"
5/30/2018,"1,149.88"
5/30/2018,"1,070.00"
5/30/2018,987.29
5/31/2018,929.39
5/31/2018,886.82
5/31/2018,850.43
5/31/2018,834.1
5/31/2018,829.03
5/31/2018,826.08
5/31/2018,847.96
5/31/2018,875.47
5/31/2018,926.34
5/31/2018,982.81
5/31/2018,"1,052.71"
5/31/2018,"1,121.36"
5/31/2018,"1,173.42"
5/31/2018,"1,223.20"
5/31/2018,"1,271.16"
5/31/2018,"1,304.03"
5/31/2018,"1,321.74"
5/31/2018,"1,319.95"
5/31/2018,"1,304.00"
5/31/2018,"1,260.60"
5/31/2018,"1,208.21"
5/31/2018,"1,167.09"
5/31/2018,"1,093.56"
5/31/2018,"1,015.31"
6/1/2018,964.51
6/1/2018,913.21
6/1/2018,880.18
6/1/2018,856.02
6/1/2018,842.18
6/1/2018,850.02
6/1/2018,868.16
6/1/2018,898.51
6/1/2018,959.28
6/1/2018,"1,020.28"
6/1/2018,"1,083.99"
6/1/2018,"1,140.09"
6/1/2018,"1,200.27"
6/1/2018,"1,261.01"
6/1/2018,"1,307.10"
6/1/2018,"1,334.08"
6/1/2018,"1,338.71"
6/1/2018,"1,333.56"
6/1/2018,"1,298.51"
6/1/2018,"1,235.52"
6/1/2018,"1,156.90"
6/1/2018,"1,113.64"
6/1/2018,"1,055.06"
6/1/2018,996.46
6/2/2018,943.18
6/2/2018,904.23
6/2/2018,871.47
6/2/2018,845.67
6/2/2018,831.93
6/2/2018,828.7
6/2/2018,826.11
6/2/2018,843.2
6/2/2018,906.86
6/2/2018,981.1
6/2/2018,"1,055.38"
6/2/2018,"1,131.17"
6/2/2018,"1,191.64"
6/2/2018,"1,235.40"
6/2/2018,"1,272.99"
6/2/2018,"1,297.30"
6/2/2018,"1,301.44"
6/2/2018,"1,291.82"
6/2/2018,"1,268.03"
6/2/2018,"1,221.15"
6/2/2018,"1,173.50"
6/2/2018,"1,137.22"
6/2/2018,"1,063.31"
6/2/2018,983.82
6/3/2018,904.55
6/3/2018,847.92
6/3/2018,803.33
6/3/2018,770.5
6/3/2018,748.24
6/3/2018,733.73
6/3/2018,717.81
6/3/2018,733.35
6/3/2018,774.16
6/3/2018,828.07
6/3/2018,874.37
6/3/2018,913.66
6/3/2018,955.59
6/3/2018,992.11
6/3/2018,"1,031.06"
6/3/2018,"1,066.22"
6/3/2018,"1,087.21"
6/3/2018,"1,098.07"
6/3/2018,"1,080.70"
6/3/2018,"1,040.60"
6/3/2018,980.54
6/3/2018,939.3
6/3/2018,869.51
6/3/2018,787.76
6/4/2018,728.6
6/4/2018,692.25
6/4/2018,668.48
6/4/2018,656.54
6/4/2018,657.77
6/4/2018,668.27
6/4/2018,701.34
6/4/2018,737.69
6/4/2018,771.85
6/4/2018,798.99
6/4/2018,821.07
6/4/2018,836.24
6/4/2018,845.91
6/4/2018,868.75
6/4/2018,899.41
6/4/2018,935.45
6/4/2018,963.94
6/4/2018,979.89
6/4/2018,989.13
6/4/2018,978.01
6/4/2018,947.69
6/4/2018,929.97
6/4/2018,868.97
6/4/2018,803.77
6/5/2018,752.95
6/5/2018,723.82
6/5/2018,703.38
6/5/2018,692.12
6/5/2018,691.7
6/5/2018,710.99
6/5/2018,738.91
6/5/2018,759.28
6/5/2018,799.55
6/5/2018,843.33
6/5/2018,905.97
6/5/2018,970.28
6/5/2018,"1,041.44"
6/5/2018,"1,116.75"
6/5/2018,"1,169.88"
6/5/2018,"1,219.27"
6/5/2018,"1,254.53"
6/5/2018,"1,260.85"
6/5/2018,"1,243.42"
6/5/2018,"1,195.94"
6/5/2018,"1,145.65"
6/5/2018,"1,101.68"
6/5/2018,"1,026.25"
6/5/2018,950.03
6/6/2018,887.25
6/6/2018,839.84
6/6/2018,808.79
6/6/2018,787.75
6/6/2018,780.55
6/6/2018,793.1
6/6/2018,813.8
6/6/2018,843.34
6/6/2018,894.97
6/6/2018,965.69
6/6/2018,"1,041.24"
6/6/2018,"1,113.71"
6/6/2018,"1,180.31"
6/6/2018,"1,241.86"
6/6/2018,"1,281.25"
6/6/2018,"1,312.31"
6/6/2018,"1,321.11"
6/6/2018,"1,315.43"
6/6/2018,"1,296.47"
6/6/2018,"1,246.21"
6/6/2018,"1,185.82"
6/6/2018,"1,143.71"
6/6/2018,"1,065.90"
6/6/2018,985.56
6/7/2018,919.71
6/7/2018,873.4
6/7/2018,837.87
6/7/2018,814.7
6/7/2018,803.24
6/7/2018,817.39
6/7/2018,839.55
6/7/2018,868.45
6/7/2018,918.15
6/7/2018,980.5
6/7/2018,"1,039.71"
6/7/2018,"1,087.46"
6/7/2018,"1,133.36"
6/7/2018,"1,168.10"
6/7/2018,"1,181.92"
6/7/2018,"1,116.26"
6/7/2018,"1,051.40"
6/7/2018,"1,000.54"
6/7/2018,975.82
6/7/2018,947.95
6/7/2018,914.91
6/7/2018,873.05
6/7/2018,824.04
6/7/2018,774.28
6/8/2018,730.55
6/8/2018,706.82
6/8/2018,693.17
6/8/2018,683.04
6/8/2018,665.06
6/8/2018,668.72
6/8/2018,694.28
6/8/2018,724.52
6/8/2018,781.96
6/8/2018,842.4
6/8/2018,901.21
6/8/2018,969.9
6/8/2018,"1,034.95"
6/8/2018,"1,096.67"
6/8/2018,"1,148.09"
6/8/2018,"1,186.48"
6/8/2018,"1,203.69"
6/8/2018,"1,182.04"
6/8/2018,"1,156.74"
6/8/2018,"1,110.88"
6/8/2018,"1,059.01"
6/8/2018,"1,022.19"
6/8/2018,959.72
6/8/2018,894.62
6/9/2018,836.36
6/9/2018,789.94
6/9/2018,754.82
6/9/2018,735.15
6/9/2018,721.48
6/9/2018,720.13
6/9/2018,719.74
6/9/2018,748.87
6/9/2018,818.44
6/9/2018,891.3
6/9/2018,956.21
6/9/2018,"1,020.92"
6/9/2018,"1,076.24"
6/9/2018,"1,115.77"
6/9/2018,"1,149.74"
6/9/2018,"1,179.94"
6/9/2018,"1,197.84"
6/9/2018,"1,195.55"
6/9/2018,"1,179.06"
6/9/2018,"1,131.20"
6/9/2018,"1,070.81"
6/9/2018,"1,037.43"
6/9/2018,968.24
6/9/2018,893.85
6/10/2018,840.84
6/10/2018,798.26
6/10/2018,766.47
6/10/2018,743.1
6/10/2018,729.77
6/10/2018,725.98
6/10/2018,720.48
6/10/2018,753.28
6/10/2018,819.31
6/10/2018,895.23
6/10/2018,961.27
6/10/2018,"1,024.60"
6/10/2018,"1,083.14"
6/10/2018,"1,135.05"
6/10/2018,"1,178.29"
6/10/2018,"1,199.91"
6/10/2018,"1,212.41"
6/10/2018,"1,216.16"
6/10/2018,"1,201.75"
6/10/2018,"1,154.60"
6/10/2018,"1,108.89"
6/10/2018,"1,076.04"
6/10/2018,"1,015.71"
6/10/2018,940.09
6/11/2018,890.51
6/11/2018,848.6
6/11/2018,818.41
6/11/2018,798.61
6/11/2018,796.27
6/11/2018,803.38
6/11/2018,834.09
6/11/2018,870.55
6/11/2018,925.1
6/11/2018,993.88
6/11/2018,"1,054.45"
6/11/2018,"1,110.50"
6/11/2018,"1,171.95"
6/11/2018,"1,226.37"
6/11/2018,"1,259.58"
6/11/2018,"1,289.92"
6/11/2018,"1,303.76"
6/11/2018,"1,297.71"
6/11/2018,"1,278.21"
6/11/2018,"1,238.61"
6/11/2018,"1,185.48"
6/11/2018,"1,145.36"
6/11/2018,"1,066.14"
6/11/2018,982.65
6/12/2018,911.36
6/12/2018,867.98
6/12/2018,835.61
6/12/2018,814.8
6/12/2018,809.09
6/12/2018,820.37
6/12/2018,845.79
6/12/2018,867.5
6/12/2018,916.71
6/12/2018,976.1
6/12/2018,"1,038.74"
6/12/2018,"1,087.62"
6/12/2018,"1,120.52"
6/12/2018,"1,153.78"
6/12/2018,"1,171.95"
6/12/2018,"1,191.60"
6/12/2018,"1,201.22"
6/12/2018,"1,200.48"
6/12/2018,"1,190.58"
6/12/2018,"1,160.57"
6/12/2018,"1,115.85"
6/12/2018,"1,077.67"
6/12/2018,"1,008.55"
6/12/2018,932.9
6/13/2018,869.12
6/13/2018,827.29
6/13/2018,801.39
6/13/2018,784.06
6/13/2018,774.79
6/13/2018,795.37
6/13/2018,825.47
6/13/2018,844.83
6/13/2018,884.98
6/13/2018,939.25
6/13/2018,"1,007.13"
6/13/2018,"1,069.93"
6/13/2018,"1,138.22"
6/13/2018,"1,206.49"
6/13/2018,"1,267.57"
6/13/2018,"1,305.16"
6/13/2018,"1,315.60"
6/13/2018,"1,304.31"
6/13/2018,"1,284.27"
6/13/2018,"1,234.26"
6/13/2018,"1,171.35"
6/13/2018,"1,119.40"
6/13/2018,"1,040.19"
6/13/2018,961.77
6/14/2018,898.86
6/14/2018,849.9
6/14/2018,816.12
6/14/2018,797.53
6/14/2018,790.11
6/14/2018,799.23
6/14/2018,822.19
6/14/2018,859.56
6/14/2018,921.63
6/14/2018,987.73
6/14/2018,"1,057.18"
6/14/2018,"1,122.79"
